hash	auto_verified	verified	checked	citation	title	author	year
('Relative Entropy and the Dempster-Laird-Rubin EM Algorithm: Application to the Autofocus Problem in ISAR Imaging', 1993)	0	0	1	A. P. Dempster, N. M. Laird and D. B. Rubin, Maximum-likelihood from incompletedata via the EM algorithm, J. Roy. Stat. Soc. Series B39 (1977) 1â€“38.	Relative Entropy and the Dempster-Laird-Rubin EM Algorithm: Application to the Autofocus Problem in ISAR Imaging	Glenn R. Heidbreder	1993
('A large database of graphs and its use for benchmarking graph isomorphism algorithms', 2003)	0	0	1	P. Foggia, C. Sansone, M. Vento, "A Database of Graphs for Isomorphism and Sub Graph Isomorphism Benchmarking", Proc. Third IAPR TC-15 Int'l Workshop Graph Based Representations, pp. 176-188, 2001.	A large database of graphs and its use for benchmarking graph isomorphism algorithms	M. De Santo and P. Foggia and C. Sansone and M. Vento	2003
('R. Englert, R. Glanz, "Towards the clustering of graphs", Proc. 2nd IAPR-TC-15 Workshop on Graph Based Representations, pp. 125-133, 2000.', 'CITATION ONLY')	0	0	1	R. Englert, R. Glanz, "Towards the clustering of graphs", Proc. 2nd IAPR-TC-15 Workshop on Graph Based Representations, pp. 125-133, 2000.	Recognition of Polymorphic Patterns in Parameterized Graphs for 3D Building Reconstruction	R. Englert and A. B. Cremers and J. Seelmann-Eggebert	1998
('M. A. Eshera and K. S. Fu, A similarity measure between attributed relational graphsfor image analysis, in Proc. 7th Int. Conf. Pattern Recognition, 1984, pp. 75â€“77.', 'CITATION ONLY')	0	0	1	M. A. Eshera and K. S. Fu, A similarity measure between attributed relational graphsfor image analysis, in Proc. 7th Int. Conf. Pattern Recognition, 1984, pp. 75â€“77.	Image sequence analysis using relational structures	Bernd Radig	1984
('M. L. Fern`andez and G. Valiente, A graph distance metric combining maximumcommon subgraph and minimum common supergraph, Patt. Recogn. Lett. 22 (2001)753â€“758.', 'CITATION ONLY')	0	1	1	M. L. Fern`andez and G. Valiente, A graph distance metric combining maximumcommon subgraph and minimum common supergraph, Patt. Recogn. Lett. 22 (2001)753â€“758.	A graph distance metric combining maximum common subgraph and minimum common supergraph	Mirtha-Lina Fernández and Gabriel Valiente	2001
('Symbolic vs. connectionist learning: an experimental comparison in a structured domain', 2001)	0	1	1	P. Foggia, R. Genna and M. Vento, Symbolic versus connectionist learning: anexperimental comparison in a structured domain, IEEE Trans. Knowl. DataEngin. 13 (2001) 176â€“195.	Symbolic vs. connectionist learning: an experimental comparison in a structured domain	P. Foggia and R. Genna and M. Vento	2001
('Assessing the Performance of a Graph-Based Clustering Algorithm', 'None')	0	0	1	P. Foggia, C. Sansone, and M. Vento, â€œA performance comparison of fve algorithms for graph isomorphism,â€\x9d in Proceedings of the 3rd IAPR TC-15 Workshop on Graph-based Representations in Pattern Recognition, pp. 188â€“199, May 2001.	Assessing the Performance of a Graph-Based Clustering Algorithm	Pasquale Foggia and Gennaro Percannella and Carlo Sansone and Mario Vento	None
('Definition and Validation of a Distance Measure Between Structural Primitives', 1999)	0	1	1	P. Foggia, C. Sansone, F. Tortorella and M. Vento, Definition and validation of adistance measure between structural primitives, Patt. Anal. Appl. 2 (1999) 215â€“227.	Definition and Validation of a Distance Measure Between Structural Primitives	P. Foggia and C. Sansone and F. Tortorella and M. Vento	1999
('Efficient Subgraph Isomorphism with ‘A Priori’ Knowledge', 2000)	0	1	1	F. Fuchs and H. Le Men, Efficient subgraph isomorphism with a priori knowledge,in Proc. Joint IAPR Int. Workshops SSPR and SPR, 2000, pp. 427â€“436.	Efficient Subgraph Isomorphism with ‘A Priori’ Knowledge	Frank Fuchs and Hervé Le-Men	2000
('Matrix-Based Hierarchical Graph Matching in Off-Line Handwritten Signatures Recognition', 2013)	0	0	1	M. Salotti, N. Laachfoubi, "Topographic graph matching for shift estimation", 3rd IAPR-TC15 Workshop on Graph-based Representations in Pattern Recognition, pp. 54-63, 2001.	Matrix-Based Hierarchical Graph Matching in Off-Line Handwritten Signatures Recognition	Marcin Piekarczyk and Marek R. Ogiela	2013
('Solving the maximum clique problem using a tabu search approach', 1993)	0	0	1	M. Gendreau, L. Salvail and P. Soriano, Solving the maximum clique problem usinga tabu search approach, Ann. Operat. Res. 41 (1993) 385â€“403.	Solving the maximum clique problem using a tabu search approach	Michel Gendreau and Patrick Soriano and Louis Salvail	1993
('D. E. Ghahraman, A. K. C. Wong and T. Au, Graph optimal monomorphismalgorithms, IEEE Trans. Syst. Man Cybern. 10 (1980) 181â€“188.', 'CITATION ONLY')	0	1	1	D. E. Ghahraman, A. K. C. Wong and T. Au, Graph optimal monomorphismalgorithms, IEEE Trans. Syst. Man Cybern. 10 (1980) 181â€“188.	Graph Optimal Monomorphism Algorithms	David E. Ghahraman and Andrew K. C. Wong and Tung Au	1980
('Graph-based object tracking', 'None')	0	0	1	C. Gomila and F. Meyer, Tracking objects by graph matching of image partitionsequences, in Proc. 3rd IAPR-TC15 Workshop Graph-Based Representations inPattern Recognition, 2001, pp. 1â€“11.	Graph-based object tracking	C. Gomila and F. Meyer	None
('WE GrimsonObject Recognition by Computer: The Role of Geometric Constraints, MIT Press, Cambridge, MA (1990)', 'CITATION ONLY')	0	0	1	WE GrimsonObject Recognition by Computer: The Role of Geometric Constraints, MIT Press, Cambridge, MA (1990)	Object Recognition By Computer: The Role Of Geometric Constraints by W. Eric, L. Grimson, with contributions from Tomás Lazano-Pérez and Daniel P. Huttenlocher, MIT Press, Cambridge, Mass., 1990, Hard cover, xv + 512 pp. (£40.50)	Alex M. Andrew	1992
('A New Algorithm for Graph Matching with Application to Content-Based Image Retrieval', 2002)	0	1	1	A. Hlaoui and S. Wang, A new algorithm for graph matching with application tocontent-based image retrieval, in Proc. Joint IAPR Int. Workshops SSPR and SPR,2002, pp. 291â€“300.	A New Algorithm for Graph Matching with Application to Content-Based Image Retrieval	Adel Hlaoui and Shengrui Wang	2002
('Learning patterns from images by combining soft decisions and hard decisions', 'None')	0	1	1	P. Hong, R. Wang and T. Huang, Learning patterns from images by combining softdecisions and hard decisions, in Proc. 2000 IEEE Computer Society Conf. ComputerVision and Pattern Recognition, 2000, pp. 79â€“83.	Learning patterns from images by combining soft decisions and hard decisions	P. Hong and R. Wang and T. Huang	None
('Fuzzy relational distance for large-scale object recognition', 'None')	0	1	1	B. Huet and E. R. Hancock, Fuzzy relational distance for large-scale objectrecognition, in Proc. IEEE Conf. Computer Vision and Pattern Recognition, 1998,pp. 138â€“143.	Fuzzy relational distance for large-scale object recognition	B. Huet and E.R. Hancock	None
('Relational skeletons for retrieval in patent drawings', 'None')	0	1	1	B. Huet, N. J. Kern, G. Guarascio and B. Merialdo, Relational skeletons for retrievalin patent drawings, in Proc. Int. Conf. Image Processing, 2001, pp. 737â€“740.	Relational skeletons for retrieval in patent drawings	B. Huet and N.J. Kern and G. Guarascio and B. Merialdo	None
('Graph database filtering using decision trees', 2004)	0	0	1	C. Irniger and H. Bunke, Graph matching: filtering large databases of graphsusing decision trees, in Proc. 3rd IAPR-TC15 Workshop Graph-Based Representationsin Pattern Recognition, 2001, pp. 239â€“249.	Graph database filtering using decision trees	C. Irniger and H. Bunke	2004
('A new deterministic annealing algorithm for maximum clique', 2000)	0	1	1	A. Jagota, M. Pelillo and A. Rangarajan, A new deterministic annealing algorithmfor maximum clique, in Proc. Int. Joint Conf. Neural Networks 6 (2000) 505â€“508.	A new deterministic annealing algorithm for maximum clique	A. Jagota and M. Pelilo and A. Rangarajan	2000
('Automatic generation of prototypes in 3D structural object recognition', 'None')	0	1	1	J. Jia and K. Abe, Automatic generation of prototypes in 3D structural objectrecognition, in Proc. Fourteenth Int. Conf. Pattern Recognition, 1998, pp. 697â€“700.	Automatic generation of prototypes in 3D structural object recognition	J. Jia and K. Abe	None
('X. Jiang, A. Münger, H. Bunke, "Computing the generalized median of a set of graphs", Proc. 2nd IAPR-TC-15 Workshop on Graph Based Representations, pp. 115-124, 2000.', 'CITATION ONLY')	0	0	1	X. Jiang, A. Münger, H. Bunke, "Computing the generalized median of a set of graphs", Proc. 2nd IAPR-TC-15 Workshop on Graph Based Representations, pp. 115-124, 2000.	Synthesis of Representative Graphical Symbols by Computing Generalized Median Graph	Xiaoyi Jiang and Andreas Münger and Horst Bunke	2000
('Multiple relational graphs mapping using genetic algorithms', 'None')	0	1	1	K. G. Khoo and P. N. Suganthan, Multiple relational graphs mapping using geneticalgorithms, in Proc. 2001 Congress on Evolutionary Computation, 2001, pp. 727â€“733.	Multiple relational graphs mapping using genetic algorithms	K.G. Khoo and P.N. Suganthan	None
('Constraint satisfaction algorithms for graph pattern matching', 2002)	0	1	1	J. Larrosa and G. Valiente, Constraint satisfaction algorithms for graph patternmatching, Math. Struct. Comput. Sci. 12 (2002) 403â€“422.	Constraint satisfaction algorithms for graph pattern matching	JAVIER LARROSA and GABRIEL VALIENTE	2002
('M. Lazarescu, H. Bunke and S. Venkatesh, Graph matching: fast candidate eliminationusing machine learning techniques, in Proc. Joint IAPR Int. Workshops SSPRand SPR, 2000, pp. 236â€“245.', 'CITATION ONLY')	0	1	1	M. Lazarescu, H. Bunke and S. Venkatesh, Graph matching: fast candidate eliminationusing machine learning techniques, in Proc. Joint IAPR Int. Workshops SSPRand SPR, 2000, pp. 236â€“245.	Graph Matching: Fast Candidate Elimination Using Machine Learning Techniques	M. Lazarescu and H. Bunke and S. Venkatesh	2000
('Facial landmarks localization based on fuzzy and Gabor wavelet graph matching', 'None')	0	1	1	R. Lim and M. J. T. Reinders, Facial landmarks localization based on fuzzy andgabor wavelet graph matching, in Proc. 10th IEEE Int. Conf. Fuzzy Systems, 2001,pp. 683â€“686.	Facial landmarks localization based on fuzzy and Gabor wavelet graph matching	None	None
('Two-layer assignment method for online Chinese character recognition', 2000)	0	1	1	J. Z. Liu, K. Ma, W. K. Cham and M. M. Y. Chang, Two-layer assignment methodfor online Chinese character recognition, IEEE Proc. Vis. Imag. Sign. Process. 147(2000) 47â€“54.	Two-layer assignment method for online Chinese character recognition	J.Z. Liu and K. Ma and W.K. Cham and M.M.Y. Chang	2000
('Solving weighted graph matching problem by modified microgenetic algorithm', 'None')	0	1	1	C. W. Liu, K. C. Fan, J. T. Horng and Y. K. Wang, Solving weighted graph matchingproblem by modified microgenetic algorithm, IEEE Int. Conf. Syst. Man Cybern.,1995, pp. 638â€“643.	Solving weighted graph matching problem by modified microgenetic algorithm	None	None
('Hand drawn document understanding using the straight line Hough transform and graph matching', 1996)	0	1	1	J. Llados, J. Lopez-Krahe and E. Marti, Hand drawn document understanding usingthe straight line Hough transform and graph matching, in Proc. 13th Int. Conf.Pattern Recognition, 1996, pp. 497â€“501.	Hand drawn document understanding using the straight line Hough transform and graph matching	J. Llados and J. Lopez-Krahe and E. Marti	1996
('S. W. Lu, Y. Ren and C. Y. Suen, Hierarchical attributed graph representation andrecognition of handwritten Chinese characters, Patt. Recogn. 24 (1991) 617â€“632.', 'CITATION ONLY')	0	1	1	S. W. Lu, Y. Ren and C. Y. Suen, Hierarchical attributed graph representation andrecognition of handwritten Chinese characters, Patt. Recogn. 24 (1991) 617â€“632.	Hierarchical attributed graph representation and recognition of handwritten chinese characters	None	1991
('E. M. Luks, Isomorphism of graphs of bounded valence can be tested in polynomialtime, J. Comput. Syst. Sci. 25 (1982) 42â€“65.', 'CITATION ONLY')	0	1	1	E. M. Luks, Isomorphism of graphs of bounded valence can be tested in polynomialtime, J. Comput. Syst. Sci. 25 (1982) 42â€“65.	Isomorphism of graphs of bounded valence can be tested in polynomial time	Eugene M. Luks	1982
('A probabilistic framework for graph clustering', 'None')	0	0	1	B. Luo, A. Robles-Kelly, A. Torsello, R. C. Wilson and E. R. Hancock,Clustering shock trees, in Proc. 3rd IAPR-TC15 Workshop Graph-Based Representationsin Pattern Recognition, 2001, pp. 217â€“228.	A probabilistic framework for graph clustering	None	None
('J. J. McGregor, Backtrack search algorithm and the maximal common subgraphproblem, Software â€” Practice and Experience 12 (1982) 23â€“34.', 'CITATION ONLY')	0	1	1	J. J. McGregor, Backtrack search algorithm and the maximal common subgraphproblem, Software â€” Practice and Experience 12 (1982) 23â€“34.	Backtrack search algorithms and the maximal common subgraph problem	James J. McGregor	1982
('Graph Isomorphism, 1980; McKay', 'None')	0	0	1	B.D. McKay, "Practical Graph Isomorphism", Congressus Numerantium, vol. 30, pp. 45-87, 1981.	Graph Isomorphism, 1980; McKay	None	None
('Graph matching by relaxation of fuzzy assignments', 2001)	0	1	1	S. Medasani, R. Krishnapuram and Y. S. Choi, Graph matching by relaxation offuzzy assignments, IEEE Trans. Fuzzy Syst. 9 (2001) 173â€“182.	Graph matching by relaxation of fuzzy assignments	None	2001
('A fuzzy approach to content-based image retrieval', 1999)	0	1	1	S. Medasani and R. Krishnapuram, A fuzzy approach to content-based imageretrieval, in Proc. IEEE Int. Conf. Fuzzy Systems, 1999, pp. 1251â€“1260.	A fuzzy approach to content-based image retrieval	S. Medasani and R. Krishnapuram	1999
('Deutschland: Schüler-Institut für Technik und angewandte Informatik (SITI)', 2015)	0	0	1	B. Messmer, Efficient Graph Matching Algorithm for Preprocessed Model Graphs,Ph.D. thesis, Institut fur Informatik und Angewandte Mathematik, University ofBern (1995)	Deutschland: Schüler-Institut für Technik und angewandte Informatik (SITI)	None	2015
('B. Messmer, H. Bunke, "Efficient subgraph isomorphism detection - a decompostion approach", IEEE Trans. on DKE, 2000.', 'CITATION ONLY')	0	1	1	B. Messmer, H. Bunke, "Efficient subgraph isomorphism detection - a decompostion approach", IEEE Trans. on DKE, 2000.	Efficient subgraph isomorphism detection: a decomposition approach	B.T. Messmer and H. Bunke	2000
('B. Messmer, H. Bunke, "A new algorithm for error tolerant subgraph isomorphism", IEEE Trans. PAMI, vol. 20, pp. 493-505, 1998.', 'CITATION ONLY')	0	1	1	B. Messmer, H. Bunke, "A new algorithm for error tolerant subgraph isomorphism", IEEE Trans. PAMI, vol. 20, pp. 493-505, 1998.	A new algorithm for error-tolerant subgraph isomorphism detection	B.T. Messmer and H. Bunke	1998
('B. T. Messmer and H. Bunke, A decision tree approach to graph and subgraphisomorphism detection, Patt. Recogn. 32 (1998) 1979â€“1998.', 'CITATION ONLY')	0	1	1	B. T. Messmer and H. Bunke, A decision tree approach to graph and subgraphisomorphism detection, Patt. Recogn. 32 (1998) 1979â€“1998.	A decision tree approach to graph and subgraph isomorphism detection	B.T. Messmer and H. Bunke	1999
('The complexity of McKay’s canonical labeling                    algorithm', 1997)	0	1	1	T. Miyazaki, The complexity of McKayâ€™s canonical labeling algorithm, Groupsand Computation II, DIMACS Series Discrete Mathematics Theoretical ComputerScience 28 (1997) 239â€“256.	The complexity of McKay’s canonical labeling                    algorithm	Takunari Miyazaki	1997
