hash	verified	citation	URL	DOI	year	title	author
('THE ASSESSMENT OF THE ABSOLUTE PLANIMETRIC ACCURACY OF AIRBORNE LASERSCANNING', 2012.0)	0.0	TÃ³vÃ¡ri, D.; Pfeifer, N. Segmentation based robust interpolation - a new approach to laser data filtering. In Laserscanning 2005; International Archives of Photogrammetry, Remote Sensing and Spatial Information Sciences: Enschede, the Netherlands, 2005; Volume 36, pp. 79â€“84.	http://dx.doi.org/10.5194/isprsarchives-xxxviii-5-w12-145-2011	10.5194/isprsarchives-xxxviii-5-w12-145-2011	2012.0	THE ASSESSMENT OF THE ABSOLUTE PLANIMETRIC ACCURACY OF AIRBORNE LASERSCANNING	J. Höhle
('Volz, S. (2006). An iterative approach for matching multiple representations of street data, Hampe, M., Sester, M. and Harrie, L. (eds.): ISPRS Vol. XXXVI., ISPRS Workshop - Multiple representation and interoperability of spatial data, Hannover, Germany, February 22-24, 2006', 'CITATION ONLY')	0.0	Volz, S. (2006). An iterative approach for matching multiple representations of street data, Hampe, M., Sester, M. and Harrie, L. (eds.): ISPRS Vol. XXXVI., ISPRS Workshop - Multiple representation and interoperability of spatial data, Hannover, Germany, February 22-24, 2006	http://dx.doi.org/10.1201/9780203888445.ch20	10.1201/9780203888445.ch20	2008.0	Multiple representation databases	Monika Sester
('FOOTPRINT MAP PARTITIONING USING AIRBORNE LASER SCANNING DATA', 2016.0)	0.0	Oude Elberink, S. Problems in Automated building reconstruction based on dense airborne laser scanning data. In International Archives of Photogrammetry; Remote Sensing and Spatial Information Sciences: Beijing, China, 2008; Volume 37, pp. 93â€“98.	http://dx.doi.org/10.5194/isprs-annals-iii-3-241-2016	10.5194/isprs-annals-iii-3-241-2016	2016.0	FOOTPRINT MAP PARTITIONING USING AIRBORNE LASER SCANNING DATA	B. Xiong and S. Oude Elberink and G. Vosselman
('Graphviz and Dynagraph — Static and Dynamic Graph Drawing Tools', 2004.0)	0.0	A. T. R. Labs. Graphviz - graph visualization software. http://graphviz.org/.	http://dx.doi.org/10.1007/978-3-642-18638-7_6	10.1007/978-3-642-18638-7_6	2004.0	Graphviz and Dynagraph — Static and Dynamic Graph Drawing Tools	John Ellson and Emden R. Gansner and Eleftherios Koutsofios and Stephen C. North and Gordon Woodhull
('Symantec: Spammers using AdWords', 2008.0)	0.0	S. Corp. Symantec global internet security threat report, April 2008. http://www.symantec.com/.	http://dx.doi.org/10.1016/s1353-4858(08)70067-9	10.1016/s1353-4858(08)70067-9	2008.0	Symantec: Spammers using AdWords	None
('Identifying Dormant Functionality in Malware Programs', 2010.0)	0.0	Clemens Kolbitsch , Paolo Milani Comparetti , Christopher Kruegel , Engin Kirda , Xiaoyong Zhou , XiaoFeng Wang, Effective and efficient malware detection at the end host, Proceedings of the 18th conference on USENIX security symposium, p.351-366, August 10-14, 2009, Montreal, Canada	http://dx.doi.org/10.1109/sp.2010.12	10.1109/sp.2010.12	2010.0	Identifying Dormant Functionality in Malware Programs	Paolo Milani Comparetti and Guido Salvaneschi and Engin Kirda and Clemens Kolbitsch and Christopher Kruegel and Stefano Zanero
('U. Bayer, P. Milani Comparetti, C. Hlauscheck, C. Kruegel, and E. Kirda. Scalable, Behavior-Based Malware Clustering. In 16th Symposium on Network and Distributed System Security (NDSS), 2009.', 'CITATION ONLY')	0.0	U. Bayer, P. Milani Comparetti, C. Hlauscheck, C. Kruegel, and E. Kirda. Scalable, Behavior-Based Malware Clustering. In 16th Symposium on Network and Distributed System Security (NDSS), 2009.	http://dx.doi.org/10.1109/sp.2010.12	10.1109/sp.2010.12	2010.0	Identifying Dormant Functionality in Malware Programs	Paolo Milani Comparetti and Guido Salvaneschi and Engin Kirda and Clemens Kolbitsch and Christopher Kruegel and Stefano Zanero
('Rendering Tcl/Tk Windows as HTML', 2003.0)	0.0	T. M. Project. Windows system call table. http://www.metasploit.com/users/opcode/syscalls.html.	http://dx.doi.org/10.21236/ada412017	10.21236/ada412017	2003.0	Rendering Tcl/Tk Windows as HTML	William J. Hansen
('Techniques for a forensic analysis of the CASIA-IRIS V4 database', 2015.0)	0.0	CASIA Iris Image Database, http://www.sinobiometrics.com	http://dx.doi.org/10.1109/iwbf.2015.7110236	10.1109/iwbf.2015.7110236	2015.0	Techniques for a forensic analysis of the CASIA-IRIS V4 database	Luca Debiasi and Andreas Uhl
('Cooking the Semantic Web with the OWL API', 2003.0)	0.0	MINDSWAP: Maryland Information and Network Dynamics Lab Semantic Web Agents Project OWL-S API.	http://dx.doi.org/10.1007/978-3-540-39718-2_42	10.1007/978-3-540-39718-2_42	2003.0	Cooking the Semantic Web with the OWL API	Sean Bechhofer and Raphael Volz and Phillip Lord
('OWL: Web Ontology Language', 'None')	0.0	S. Bechhofer et al., "OWL Web Ontology Language reference", W3C Recommendation, 2004.	http://dx.doi.org/10.1007/springerreference_64035	10.1007/springerreference_64035	None	OWL: Web Ontology Language	None
('North American Industry Classification System (NAICS)', 'None')	0.0	North American Industry Classification System (NAICS).	http://dx.doi.org/10.4135/9781452229669.n2410	10.4135/9781452229669.n2410	None	North American Industry Classification System (NAICS)	None
('Web Services Description Language (WSDL)', 2014.0)	0.0	Web Services Description Language (WSDL).	http://dx.doi.org/10.1007/978-1-4614-6170-8_100914	10.1007/978-1-4614-6170-8_100914	2014.0	Web Services Description Language (WSDL)	None
('Ranked Matching for Service Descriptions Using OWL-S', 'None')	0.0	M. Jaeger et al., "Ranked matching for service descriptions using DAML-S", Proceedings of CAiSE'04 Workshops, 2004.	http://dx.doi.org/10.1007/3-540-27301-8_8	10.1007/3-540-27301-8_8	None	Ranked Matching for Service Descriptions Using OWL-S	Michael C. Jaeger and Gregor Rojec-Goldmann and Christoph Liebetruth and Gero Mühl and Kurt Geihs
('Configuration', 'None')	0.0	D. McGuinness et al., The Description Logic handbook: Theory implementation and applications, Cambridge University Press, 2003.	http://dx.doi.org/10.1017/cbo9780511711787.014	10.1017/cbo9780511711787.014	None	Configuration	D. L. McGuinness
('Universal Description, Discovery, and Integration (UDDI)', 2006.0)	0.0	Universal Description Discovery and Integration (UDDI).	http://dx.doi.org/10.1007/978-1-4302-0139-7_19	10.1007/978-1-4302-0139-7_19	2006.0	Universal Description, Discovery, and Integration (UDDI)	Robert Richards
('Jena: A Framework for Development on the Semantic Web', 2010.0)	0.0	JENA: Java framework for building semantic web applications.	http://dx.doi.org/10.1007/978-3-642-15970-1_13	10.1007/978-3-642-15970-1_13	2010.0	Jena: A Framework for Development on the Semantic Web	Liyang Yu
('Process test plan, phase II: waste retrieval sluicing system emissions collection', 1999.0)	0.0	OWL-S service retrieval test collection. version 2.1.	http://dx.doi.org/10.2172/782398	10.2172/782398	1999.0	Process test plan, phase II: waste retrieval sluicing system emissions collection	R.L. POWERS
('OWL, RDF, RDFS inference derivation using Jena semantic framework &amp; pellet reasoner', 2014.0)	0.0	RacerPro: OWL reasoner and inference server for the semantic web.	http://dx.doi.org/10.1109/icaetr.2014.7012871	10.1109/icaetr.2014.7012871	2014.0	OWL, RDF, RDFS inference derivation using Jena semantic framework &amp; pellet reasoner	None
('Assignment Problem, 1955; Kuhn 1957; Munkres', 'None')	0.0	K. Nedas, Implementation of Munkres-Kuhn (Hungarian) algorithm, 2005.	http://dx.doi.org/10.1007/springerreference_57554	10.1007/springerreference_57554	None	Assignment Problem, 1955; Kuhn 1957; Munkres	None
('Semantic Web Services with Web Ontology Language (OWL-S) - Specification of Agent-Services for DARPA Agent Markup Language (DAML)', 2006.0)	0.0	D. Martin et al., "OWL-S: Semantic markup for web services", Technical Report Member Submission W3C, 2004.	http://dx.doi.org/10.21236/ada457387	10.21236/ada457387	2006.0	Semantic Web Services with Web Ontology Language (OWL-S) - Specification of Agent-Services for DARPA Agent Markup Language (DAML)	Katia P. Sycara
('A New Algorithm for Graph Monomorphism Based on the Projections of the Product Graph', 1986.0)	0.0	Wong, A.K.C., Akinniyi, F.A., 1983. An algorithm for the largest common subgraph isomorphism using the implicit net. In: Proc. Int. Conf. Systems, Man Cybernet., IEEE, pp. 197–201	http://dx.doi.org/10.1109/tsmc.1986.289319	10.1109/tsmc.1986.289319	1986.0	A New Algorithm for Graph Monomorphism Based on the Projections of the Product Graph	Folorunso Akinniyi and Andrew C. Wong and Deborah Stacey
('Bar-Haim, R.; Dagan, I.; Dolan, B.; Ferro, L.; Giampiccolo, D.; Magnini, B.; and Szpektor, I. 2006. The second PASCAL recognising textual entailment challenge. In Proceedings of the Second PASCAL Challenges Workshop on Recognising Textual Entailment.', 'CITATION ONLY')	0.0	Bar-Haim, R.; Dagan, I.; Dolan, B.; Ferro, L.; Giampiccolo, D.; Magnini, B.; and Szpektor, I. 2006. The second PASCAL recognising textual entailment challenge. In Proceedings of the Second PASCAL Challenges Workshop on Recognising Textual Entailment.	http://dx.doi.org/10.3115/1654536.1654538	10.3115/1654536.1654538	2007.0	The third PASCAL recognizing textual entailment challenge	Danilo Giampiccolo and Bernardo Magnini and Ido Dagan and Bill Dolan
('Towards automatic fine-grained semantic classification of verb-noun collocations', 2004.0)	0.0	Timothy Chklovski and Patrick Pantel. 2004. VerbOcean: Mining the web for fine-grained semantic verb relations. In EMNLP.	http://dx.doi.org/10.1017/s1351324904003328	10.1017/s1351324904003328	2004.0	Towards automatic fine-grained semantic classification of verb-noun collocations	LEO WANNER
('Multi-word expressions in textual inference', 2009.0)	0.0	Marie-Catherine de Marneffe, Christopher D. Manning, and Andrew Y. Ng. 2005a. Robust textual inference using diverse knowledge sources. In Proceedings of the First PASCAL Challenges Workshop. Southampton, UK.	http://dx.doi.org/10.3115/1708141.1708143	10.3115/1708141.1708143	2009.0	Multi-word expressions in textual inference	Marie-Catherine de Marneffe and Sebastian Padó and Christopher D. Manning
('A joint model for semantic role labeling', 2005.0)	0.0	Rajat Raina, Aria Haghighi, Christopher Cox, Jenny Finkel, Jeff Michels, Kristina Toutanova, Bill MacCartney,	http://dx.doi.org/10.3115/1706543.1706574	10.3115/1706543.1706574	2005.0	A joint model for semantic role labeling	Aria Haghighi and Kristina Toutanova and Christopher D. Manning
('Using Information Content to Evaluate Semantic Similarity on HowNet', 2012.0)	0.0	Philip Resnik. 1995. Using information content to evaluate semantic similarity in a taxonomy. In IJCAI, pages 448â€“453.	http://dx.doi.org/10.1109/cis.2012.39	10.1109/cis.2012.39	2012.0	Using Information Content to Evaluate Semantic Similarity on HowNet	You Bin and Liu Xiao-Ran and Li Ning and Yan Yue-Song
('Rajat Raina, Andrew Y. Ng, and Christopher D. Manning. 2005b. Robust textual inference via learning and abductive reasoning. In Proceedings of AAAI 2005. AAAI Press.', 'CITATION ONLY')	0.0	Rajat Raina, Andrew Y. Ng, and Christopher D. Manning. 2005b. Robust textual inference via learning and abductive reasoning. In Proceedings of AAAI 2005. AAAI Press.	http://dx.doi.org/10.3115/1220575.1220624	10.3115/1220575.1220624	2005.0	Robust textual inference via graph matching	Aria D. Haghighi and Andrew Y. Ng and Christopher D. Manning
('SCAPE', 2005.0)	0.0	D. Anguelov, P. Srinivasan, H.-C. Pang, D. Koller, S. Thrun, J. Davis, "The correlated correspondence algorithm for unsupervised registration of nonrigid surfaces", NIPS, 2004.	http://dx.doi.org/10.1145/1186822.1073207	10.1145/1186822.1073207	2005.0	SCAPE	Dragomir Anguelov and Praveen Srinivasan and Daphne Koller and Sebastian Thrun and Jim Rodgers and James Davis
('Quadtrees', 2000.0)	0.0	M. Berg de, M. Krefeld van, M. Overmars, O. Schwarzkopf, Computational Geometry: Algorithms and Applications, Springer, 2000.	http://dx.doi.org/10.1007/978-3-662-04245-8_14	10.1007/978-3-662-04245-8_14	2000.0	Quadtrees	Mark de Berg and Marc van Kreveld and Mark Overmars and Otfried Cheong Schwarzkopf
('Compact Riemann Surfaces', 1992.0)	0.0	H. M. Farkas, J. Kra, Riemann Surfaces, Springer, 2004.	http://dx.doi.org/10.1007/978-1-4612-2034-3_4	10.1007/978-1-4612-2034-3_4	1992.0	Compact Riemann Surfaces	Hershel M. Farkas and Irwin Kra
('BioSilicoSystems – A Multipronged Approach Towards Analysis and Representation of Biological Data (PhD Thesis)', 2010.0)	0.0	A. Johnson, "Spin-Images: A Representation for 3-D Surface Matching", PhD thesis CMU, 1997.	http://dx.doi.org/10.1038/npre.2010.5164.1	10.1038/npre.2010.5164.1	2010.0	BioSilicoSystems – A Multipronged Approach Towards Analysis and Representation of Biological Data (PhD Thesis)	Sridhar Hariharaputran and Sridhar Hariharaputran
('Application to shallow parsing', 'None')	0.0	W. Daelemans, S. Buchholz, and J. Veenstra.: Memory-Based Shallow Parsing. In Proceedings of EMNLP/VLC-99, pages 239â€“246, University of Maryland, USA, June 1999	http://dx.doi.org/10.1017/cbo9780511486579.006	10.1017/cbo9780511486579.006	None	Application to shallow parsing	Walter Daelemans and Antal van den Bosch
('The Concentric Nature of News Semantic Snapshots', 2015.0)	0.0	Jianming Li, Lei Zhang and Yong Yu.: Learning to Generate Semantic Annotation for Domain Specific Sentences. In the Workshop on Knowledge Markup and Semantic Annotation, the First International Conference on Knowledge Capture (K-CAP 2001), Victoria B.C., Canada, Oct.2001.	http://dx.doi.org/10.1145/2815833.2815836	10.1145/2815833.2815836	2015.0	The Concentric Nature of News Semantic Snapshots	José Luis Redondo García and Giuseppe Rizzo and Raphaël Troncy
('Thomas H. Cormen , Clifford Stein , Ronald L. Rivest , Charles E. Leiserson, Introduction to Algorithms, McGraw-Hill Higher Education, 2001', 'CITATION ONLY')	0.0	Thomas H. Cormen , Clifford Stein , Ronald L. Rivest , Charles E. Leiserson, Introduction to Algorithms, McGraw-Hill Higher Education, 2001	http://dx.doi.org/10.1515/9783110522013	10.1515/9783110522013	2017.0	Algorithmen - Eine Einführung	Thomas H. Cormen and Charles E. Leiserson and Ronald Rivest and Clifford Stein
('Executable conceptual structures', 1993.0)	0.0	A. Ralescu and A. Fadlalla.: The issue of semantic distance in knowledge representation with conceptual graphs. In Proceedings of Fifth Annual Workshop on Conceptual Structures, pages 141â€“142, 1990.	http://dx.doi.org/10.1007/3-540-56979-0_12	10.1007/3-540-56979-0_12	1993.0	Executable conceptual structures	Dickson Lukose
('Knowledge Representation: Logical, Philosophical, and Computational Foundations John F. Sowa Pacific Grove, CA: Brooks/Cole, 2000, xiv+594 pp; hardbound, ISBN 0-534-94965-7, $67.95', 2001.0)	0.0	John F. Sowa.: Knowledge Representation: Logical, Philosophical, and Computational Foundations, Brooks Cole Publishing Co., Pacific Grove, CA, 1999.	http://dx.doi.org/10.1162/089120101750300544	10.1162/089120101750300544	2001.0	Knowledge Representation: Logical, Philosophical, and Computational Foundations John F. Sowa Pacific Grove, CA: Brooks/Cole, 2000, xiv+594 pp; hardbound, ISBN 0-534-94965-7, $67.95	Stuart C. Shapiro
('Introduction to WordNet: An On-line Lexical Database*', 1990.0)	0.0	George A. Miller.: WordNet: An On-line Lexical Database. In the International Journal of Lexicography, Vol.3, No.4, 1990.	http://dx.doi.org/10.1093/ijl/3.4.235	10.1093/ijl/3.4.235	1990.0	Introduction to WordNet: An On-line Lexical Database*	George A. Miller and Richard Beckwith and Christiane Fellbaum and Derek Gross and Katherine J. Miller
('Wrapper induction: Efficiency and expressiveness', 2000.0)	0.0	N. Kushmerick, Daniel S. Weld and Robert B. Doorenbos.: Wrapper Induction for Information Extraction. Intl. Joint Conference on Artificial Intelligence pp.729â€“737	http://dx.doi.org/10.1016/s0004-3702(99)00100-9	10.1016/s0004-3702(99)00100-9	2000.0	Wrapper induction: Efficiency and expressiveness	Nicholas Kushmerick
('Sowa, J. F. (1984) Conceptual Structures: Information Processing in Mind and Machine, (Reading, MA : Addison Wesley).', 'CITATION ONLY')	0.0	Sowa, J. F. (1984) Conceptual Structures: Information Processing in Mind and Machine, (Reading, MA : Addison Wesley).	http://dx.doi.org/10.1080/01449298408901755	10.1080/01449298408901755	1984.0	An approach to IKBS development based on a review of Conceptual Structures: Information Processing in Mind and Machine by J. F. Sowa	Dan Diaper
('The Stanford University Digital Libraries Project98105The Stanford University Digital Libraries Project. Internet URL: http://www\\u2010diglib.stanford.edu/diglib/pub: Stanford University', 1998.0)	0.0	L. Page, S. Brin, R. Motwani, and T. Winograd.: The PageRank citation ranking: Bringing order to the web. Technical report, Stanford University, 1998. Available at http://www-db.stanford.edu/~backrub/pageranksub.ps	http://dx.doi.org/10.1108/err.1998.2.9.112.105	10.1108/err.1998.2.9.112.105	1998.0	The Stanford University Digital Libraries Project98105The Stanford University Digital Libraries Project. Internet URL: http://www\u2010diglib.stanford.edu/diglib/pub: Stanford University	Alan Gale
