citation	hash	is_parent	auto_verified	verified	year	title	author	URL	file_loc	reference_count	is_referenced_by_count
Olteanu A.-M. (2007). Matching geographical data using the Theory of Evidence, CD-Proc. of the XXIII International Cartographic Conference (ICC), Incremental Updating and Versioning of Spatial Data, Moscow, Russia, August 4-10, 2007	('Research on automatic generalization methods of geographical spatial data', 2007.0)	False	0.0	1.0	2007.0	Research on automatic generalization methods of geographical spatial data	Yongqi Huang and Zhui Zhao	http://dx.doi.org/10.1117/12.759471	./bibliographies\database131.txt	0.0	2.0
Volz, S. & Bofinger, J.M. (2002). Integration of spatial data within a generic platform for location-based applications, Proc. of the Joint International Symposium on Geospatial Theory, Processing and Applications, Ottawa, Canada, 2002	('JOINT INTERNATIONAL SYMPOSIUM ON GEOSPATIAL THEORY, PROCESSING AND APPLICATIONS', 2002.0)	False	1.0	1.0	2002.0	JOINT INTERNATIONAL SYMPOSIUM ON GEOSPATIAL THEORY, PROCESSING AND APPLICATIONS	D. A. Holland	http://dx.doi.org/10.1111/j.1477-9730.2002.tb01912.x	./bibliographies\database131.txt	0.0	0.0
Blasby, D., Davis, M., Kim, D. & Ramsey, P. (2003). A white paper - GIS Conflation using Open Source Tools, http://www.jump-project.org/assets/JUMP_Conflation_Whitepaper.pdf (accessed on 2009- 07-27)	('Conflation', 2017.0)	False	1.0	1.0	2017.0	Conflation	None	http://dx.doi.org/10.1007/978-3-319-17885-1_100189	./bibliographies\database131.txt	0.0	0.0
Quddus, M.A., Ochieng, W.Y., Zhao, L. & Noland, R.B. (2003). A General Map Matching Algorithm for Transport Telematics Applications. GPS Solutions Journal, Vol. 7 (3), pp. 157-167.	('A general map matching algorithm for transport telematics applications', 2003.0)	False	1.0	1.0	2003.0	A general map matching algorithm for transport telematics applications	Mohammed A. Quddus and Washington Yotto Ochieng and Lin Zhao and Robert B. Noland	http://dx.doi.org/10.1007/s10291-003-0069-z	./bibliographies\database131.txt	0.0	160.0
Dowman, I., (1998). Automated procedures for integration of satellite images and map data for change detection: the archangel project, International Archives of Photogrammetry and Remote Sensing 32 (Part 4), pp. 162-169.	('Data fusion of high-resolution satellite imagery and LiDAR data for automatic building extraction', 2007.0)	False	0.0	1.0	2007.0	Data fusion of high-resolution satellite imagery and LiDAR data for automatic building extraction	Gunho Sohn and Ian Dowman	http://dx.doi.org/10.1016/j.isprsjprs.2007.01.001	./bibliographies\database131.txt	35.0	196.0
Haunert, J.-H. & Sester, M. (2004). Using the Straight Skeleton for Generalisation in a Multiple Representation Environment, 7th ICA Workshop on Generalisation and Multiple Representation, 2004	('Conceptual Models of Generalisation and Multiple Representation', 2007.0)	False	0.0	1.0	2007.0	Conceptual Models of Generalisation and Multiple Representation	L. Tiina Sarjakoski	http://dx.doi.org/10.1016/b978-008045374-3/50004-1	./bibliographies\database131.txt	0.0	9.0
Wang, Y. (1998). Principles and applications of structural image matching, ISPRS Journal of Photogrammetry and Remote Sensing 53, 154Â±165	('Principles and applications of structural image matching', 1998.0)	False	1.0	1.0	1998.0	Principles and applications of structural image matching	Younian Wang	http://dx.doi.org/10.1016/s0924-2716(98)00002-1	./bibliographies\database131.txt	25.0	15.0
Gillman, D.W. (1985). Triangulations for Rubber-Sheeting, Proc. of Auto-Carto 7, Falls Church, VA: ACSM/ASP	('Equipment and services for worldwide applications', 1985.0)	False	0.0	1.0	1985.0	Equipment and services for worldwide applications	None	http://dx.doi.org/10.2172/5348352	./bibliographies\database131.txt	0.0	0.0
L.M.G. Fonseca, B.S. Manjunath Registration techniques for multisensor remotely sensed imagery Photogrammetric Engineering and Remote Sensing, 62 (1996), pp. 1049-1056	('Sub-pixel Target Mapping from Soft-classified, Remotely Sensed Imagery', 2005.0)	False	0.0	1.0	2005.0	Sub-pixel Target Mapping from Soft-classified, Remotely Sensed Imagery	Peter M. Atkinson	http://dx.doi.org/10.14358/pers.71.7.839	./bibliographies\database132.txt	42.0	136.0
Brown, J., Rao, A., Baran, J. 1995. Automated GIS conflation: coverage update problems and solutions. In: Proceedings of Geographic Information Systems for Transportation Symposium (GIS-T), Sparks, Nevada, USA, pp. 220â€“229	('Automated revsion of GIS databases', 2000.0)	False	0.0	1.0	2000.0	Automated revsion of GIS databases	Volker Walter and Dieter Fritsch	http://dx.doi.org/10.1145/355274.355293	./bibliographies\database132.txt	0.0	0.0
L.G. Shapiro A structural model of shape IEEE Transactions on Pattern Analysis and Machine Intelligence, 2 (1980), pp. 111-126	('A Structural Model of Shape', 1980.0)	False	1.0	1.0	1980.0	A Structural Model of Shape	Linda G. Shapiro	http://dx.doi.org/10.1109/tpami.1980.4766989	./bibliographies\database132.txt	36.0	67.0
Gabay, Y., Doytsher, Y., 1994. Automatic adjustment of line maps. In: Proceedings of the GIS/LISâ€™94 Annual Convention, Arizona, Phoenix, USA, pp. 333â€“341	('5th National Decennial Irrigation Conference Proceedings, 5-8 December 2010, Phoenix Convention Center, Phoenix, Arizona USA', 2010.0)	False	0.0	1.0	2010.0	5th National Decennial Irrigation Conference Proceedings, 5-8 December 2010, Phoenix Convention Center, Phoenix, Arizona USA	None	http://dx.doi.org/10.13031/ndci2010.2013	./bibliographies\database132.txt	0.0	0.0
A.D. Ventura, A. Rampini, R. Schettini Image registration by recognition of corresponding structures IEEE Transactions on Geoscience and Remote Sensing, 28 (1990), pp. 305-314	('Image registration by recognition of corresponding structures', 1990.0)	False	1.0	1.0	1990.0	Image registration by recognition of corresponding structures	A.D. Ventura and A. Rampini and R. Schettini	http://dx.doi.org/10.1109/36.54357	./bibliographies\database132.txt	19.0	57.0
Neumann, G., Xu, F.: Mining answers in German web pages. In: Proceedings of the International Conference on Web Intelligence (WI 2003), Halifax, Canada (2003)	('Mining answers in German Web pages', 'None')	False	1.0	1.0	None	Mining answers in German Web pages	None	http://dx.doi.org/10.1109/wi.2003.1241183	./bibliographies\database133.txt	16.0	2.0
Helbig, H., Hartrumpf, S.: Word class functions for syntactic-semantic analysis. In: Proceedings of the 2nd International Conference on Recent Advances in Natural Language Processing (RANLP 1997), Tzigov Chark, Bulgaria, pp. 312â€“317 (1997)	('Semtence generation by pattern matching', 1997.0)	False	0.0	1.0	1997.0	Semtence generation by pattern matching	Michael Zock	http://dx.doi.org/10.1075/cilt.136.28zoc	./bibliographies\database133.txt	0.0	0.0
Harabagiu, S., Moldovan, D., PaÅŸca, M., Mihalcea, R., Surdeanu, M., Bunescu, R., GÃ®rju, R., Rus, V., MorÄƒrescu, P.: The role of lexico-semantic feedback in open-domain textual question-answering. In: Proceedings of the 39th Annual Meeting of the Association for Computational Linguistics (ACL 2001), Toulouse, France, pp. 274â€“281 (2001)	('The role of lexico-semantic feedback in open-domain textual question-answering', 2001.0)	False	1.0	1.0	2001.0	The role of lexico-semantic feedback in open-domain textual question-answering	Sanda Harabagiu and Dan Moldovan and Marius Pa\u015fca and Rada Mihalcea and Mihai Surdeanu and R\u01cezvan Bunescu and Roxana Gîrju and Vasile Rus and Paul Mor\u01cerescu	http://dx.doi.org/10.3115/1073012.1073049	./bibliographies\database133.txt	0.0	7.0
Ide, N., Priest-Dorman, G., VÃ©ronis, J.: Corpus Encoding Standard (1996)	('Une application de la TEI aux industries de la langue : le Corpus Encoding Standard', 1996.0)	False	0.0	0.5	1996.0	Une application de la TEI aux industries de la langue : le Corpus Encoding Standard	Nancy Ide and Jean Véronis	http://dx.doi.org/10.5802/cg.196	./bibliographies\database133.txt	0.0	1.0
Helbig, H., GnÃ¶rlich, C.: Multilayered extended semantic networks as a language for meaning representation in NLP systems. In: Gelbukh, A. (ed.) CICLing 2002. LNCS, vol. 2276, pp. 69â€“85. Springer, Heidelberg (2002)	('Multilayered Extended Semantic Networks as a Language for Meaning Representation in NLP Systems', 2002.0)	False	1.0	1.0	2002.0	Multilayered Extended Semantic Networks as a Language for Meaning Representation in NLP Systems	H. Helbig and C. Gnörlich	http://dx.doi.org/10.1007/3-540-45715-1_6	./bibliographies\database133.txt	0.0	3.0
Helbig, H.: Die semantische Struktur natÃ¼rlicher Sprache: WissensreprÃ¤sentation mit MultiNet. Springer, Berlin (2001)	('Vergleich zwischen MultiNet und anderen Wissensrepräsentationsmodellen', 2001.0)	False	0.0	1.0	2001.0	Vergleich zwischen MultiNet und anderen Wissensrepräsentationsmodellen	Hermann Helbig	http://dx.doi.org/10.1007/978-3-662-04311-0_15	./bibliographies\database133.txt	0.0	1.0
Hartrumpf, S.: Hybrid Disambiguation in Natural Language Analysis. Der Andere Verlag, OsnabrÃ¼ck (2003)	('FEMS laboratory course on biology of actinomycetes', 1993.0)	False	0.0	1.0	1993.0	FEMS laboratory course on biology of actinomycetes	None	http://dx.doi.org/10.1111/j.1574-6968.1993.tb05992.x	./bibliographies\database133.txt	0.0	0.0
Osswald, R.: Die Verwendung von GermaNet zur Pflege und Erweiterung des Computerlexikons HaGenLex. LDV Forum 19(1/2), 43â€“51 (2004)	('4. Hilfe zur Pflege und zur Weiterführung des Haushalts', 'None')	False	0.0	1.0	None	4. Hilfe zur Pflege und zur Weiterführung des Haushalts	None	http://dx.doi.org/10.1524/9783486594737.298	./bibliographies\database133.txt	0.0	0.0
Echihabi, A., Oard, D.W., Marcu, D., Hermjakob, U.: Cross-language question answering at the USC Information Sciences Institute. In: Peters, C. (ed.) Results of the CLEF 2003 Cross-Language System Evaluation Campaign, Working Notes for the CLEF 2003 Workshop, Trondheim, Norway, pp. 331â€“337 (2003)	('Cross-Language Question Answering at the USC Information Sciences Institute', 2004.0)	False	1.0	1.0	2004.0	Cross-Language Question Answering at the USC Information Sciences Institute	Abdessamad Echihabi and Douglas W. Oard and Daniel Marcu and Ulf Hermjakob	http://dx.doi.org/10.1007/978-3-540-30222-3_49	./bibliographies\database133.txt	0.0	1.0
Leveling, J., Hartrumpf, S.: University of Hagen at CLEF 2004: Indexing and translating concepts for the GIRT task. In: Peters, C., Clough, P., Gonzalo, J., Jones, G.J.F., Kluck, M., Magnini, B. (eds.) CLEF 2004. LNCS, vol. 3491, pp. 271â€“282. Springer, Heidelberg (2005)	('University of Hagen at CLEF 2004: Indexing and Translating Concepts for the GIRT Task', 2005.0)	False	1.0	1.0	2005.0	University of Hagen at CLEF 2004: Indexing and Translating Concepts for the GIRT Task	Johannes Leveling and Sven Hartrumpf	http://dx.doi.org/10.1007/11519645_28	./bibliographies\database133.txt	0.0	0.0
Hartrumpf, S., Helbig, H., Osswald, R.: The semantically based computer lexicon HaGenLex â€“ Structure and technological environment. Traitement automatique des langues 44(2), 81â€“105 (2003)	('Linguistique appliquée et traitement automatique des langues', 2015.0)	False	0.0	1.0	2015.0	Linguistique appliquée et traitement automatique des langues	Jacqueline Léon	http://dx.doi.org/10.4000/rdlc.949	./bibliographies\database133.txt	6.0	0.0
Hartrumpf, S.: Coreference resolution with syntactico-semantic rules and corpus statistics. In: Proceedings of the Fifth Computational Natural Language Learning Workshop (CoNLL 2001), Toulouse, France, pp. 137â€“144 (2001)	('Coreference resolution with syntactico-semantic rules and corpus statistics', 2001.0)	False	1.0	1.0	2001.0	Coreference resolution with syntactico-semantic rules and corpus statistics	Sven Hartrumpf	http://dx.doi.org/10.3115/1117822.1117835	./bibliographies\database133.txt	0.0	3.0
Xu G, Bennett L, Papageorgiou LG, Tsoka S (2010) Module detection in complex networks using integer optimisation. Algorithms for Molecular Biology 5: 36	('Module detection in complex networks using integer optimisation', 2010.0)	False	1.0	1.0	2010.0	Module detection in complex networks using integer optimisation	Gang Xu and Laura Bennett and Lazaros G Papageorgiou and Sophia Tsoka	http://dx.doi.org/10.1186/1748-7188-5-36	./bibliographies\database134.txt	0.0	10.0
Irizarry RA, Hobbs B, Collin F, Beazer-Barclay YD, Antonellis KJ, Scherf U, Speed TP (2003) Exploration, normalization, and summaries of high density oligonucleotide array probe level data. Biostatistics 4: 249-264	('Exploration, normalization, and summaries of high density oligonucleotide array probe level data', 2003.0)	False	1.0	1.0	2003.0	Exploration, normalization, and summaries of high density oligonucleotide array probe level data	R. A. Irizarry	http://dx.doi.org/10.1093/biostatistics/4.2.249	./bibliographies\database134.txt	0.0	5023.0
Zarrineh P, Fierro A, SÃ¡nchez-RodrÃ­guez A, De Moor B, Engelen K, Marchal K (2010) COMODO: an adaptive coclustering strategy to identify conserved coexpression modules between organisms. Nucleic Acids Res Epub ahead of print	('COMODO: an adaptive coclustering strategy to identify conserved coexpression modules between organisms', 2010.0)	False	1.0	1.0	2010.0	COMODO: an adaptive coclustering strategy to identify conserved coexpression modules between organisms	Peyman Zarrineh and Ana C Fierro and Aminael Sánchez-Rodríguez and Bart De Moor and Kristof Engelen and Kathleen Marchal	http://dx.doi.org/10.1093/nar/gkq1275	./bibliographies\database134.txt	70.0	13.0
Edwards KD, Bombarely A, Story GW, Allen F, Mueller LA, Coates SA, Jones L (2010) TobEA: an atlas of tobacco gene expression from seed to senescence. BMC Genomics 11: 142	('TobEA: an atlas of tobacco gene expression from seed to senescence', 2010.0)	False	1.0	1.0	2010.0	TobEA: an atlas of tobacco gene expression from seed to senescence	Kieron D Edwards and Aureliano Bombarely and Geraint W Story and Fraser Allen and Lukas A Mueller and Steve A Coates and Louise Jones	http://dx.doi.org/10.1186/1471-2164-11-142	./bibliographies\database134.txt	0.0	31.0
Ogata Y, Suzuki H, Shibata D (2009) A database for poplar gene co-expression analysis for systematic understanding of biological processes, including stress responses. Journal of Wood Science 55: 395-400	('A database for poplar gene co-expression analysis for systematic understanding of biological processes, including stress responses', 2009.0)	False	1.0	1.0	2009.0	A database for poplar gene co-expression analysis for systematic understanding of biological processes, including stress responses	Yoshiyuki Ogata and Hideyuki Suzuki and Daisuke Shibata	http://dx.doi.org/10.1007/s10086-009-1058-9	./bibliographies\database134.txt	33.0	9.0
Luo F, Yang Y, Zhong J, Gao H, Khan L, Thompson DK, Zhou J (2007) Constructing gene co-expression networks and predicting functions of unknown genes by random matrix theory. BMC Bioinformatics 8: 299	('Constructing gene co-expression networks and predicting functions of unknown genes by random matrix theory', 2007.0)	False	1.0	1.0	2007.0	Constructing gene co-expression networks and predicting functions of unknown genes by random matrix theory	Feng Luo and Yunfeng Yang and Jianxin Zhong and Haichun Gao and Latifur Khan and Dorothea K Thompson and Jizhong Zhou	http://dx.doi.org/10.1186/1471-2105-8-299	./bibliographies\database134.txt	0.0	80.0
Ayroles JF, Carbone MA, Stone EA, Jordan KW, Lyman RF, Magwire MM, Rollmann SM, Duncan LH, Lawrence F, Anholt RR, Mackay TF (2009) Systems genetics of complex traits in Drosophila melanogaster. Nat Genet 41: 299-307	('Systems genetics of complex traits in Drosophila melanogaster', 2009.0)	False	1.0	1.0	2009.0	Systems genetics of complex traits in Drosophila melanogaster	Julien F Ayroles and Mary Anna Carbone and Eric A Stone and Katherine W Jordan and Richard F Lyman and Michael M Magwire and Stephanie M Rollmann and Laura H Duncan and Faye Lawrence and Robert R H Anholt and Trudy F C Mackay	http://dx.doi.org/10.1038/ng.332	./bibliographies\database134.txt	48.0	261.0
